id,jobs,firms,salary,nums0
555,软件开发工程师,陕西昱辉信息技术有限公司,6-8千/月,3
556,软件测试工程师,虎丘影像（苏州）有限公司,6-8千/月,1
557,Android开发工程师,陕西聚康网络技术有限公司,6-8千/月,1
558,软件开发工程师,西安银石科技发展有限责任公司,4.5-6千/月,1
559,Web前端开发工程师,西安吉客印电子商务有限公司,0.6-1万/月,1
560,测试工程师,西安沃户时间区块链科技股份有限公司,6-8千/月,1
561,PHP高级开发工程师,西安澳通电讯技术股份有限公司,0.8-1.5万/月,2
562,Cloud Engineer（C）,广州瑞利联科信息技术有限公司,20-40万/年,2
563,网络开发工程师,陕西枫华国际教育科技有限公司,4-6千/月,1
564,软件工程师,西安万翔航空科技有限公司,0.8-1万/月,1
565,大数据开发工程师,北京云畅游戏科技股份有限公司,0.8-1.6万/月,1
566,售前技术支持工程师,陕西强星信息科技有限公司,4-7千/月,3
567,高级C#软件工程师,西安和其光电科技股份有限公司,0.5-1.1万/月,2
568,嵌入式软件应用工程师,陕西特恩电子科技有限公司,0.6-1万/月,2
569,网络信息总监,陕西智冠控股集团有限责任公司,0.8-1万/月,1
570,微信开发工程师,陕西天璇信息科技有限公司,4-8千/月,1
571,Android Framework架构和底软优化工程师,北京讯通安添通讯科技有限公司西安分公司,1.5-2万/月,3
572,IT软件开发工程师,百胜餐饮（西安）有限公司,6-8千/月,1
573,软件工程师,西安力邦制药有限公司,4.5-6千/月,3
574,实施工程师,山西玖邦科技有限公司,4-8千/月,1
575,APP软件开发,西安鸣士机电开发有限公司,8-10万/年,若干
576,android平台开发工程师,陕西山利科技发展有限责任公司,5-7千/月,2
577,研发总监-西安-12782,优信集团,3-4万/月,1
578,APP开发工程师,武汉微诚科技股份有限公司西安研发中心,0.6-1.5万/月,5
579,软件开发工程师（实习生）（西安）,北京中油瑞飞信息技术有限责任公司,6-8千/月,10
580,ASP.NET开发工程师,西安冰雪网络科技有限公司,3-6千/月,2
581,软件工程师（SDK）-XA,深圳奥比中光科技有限公司,1-2万/月,若干
582,网络运维工程师,西安求实人才培训中心,4.5-6千/月,5
583,GIS软件工程师（B/S方向）,西安瑞特森信息科技有限公司,0.5-1万/月,2
584,优惠券分享人员，空闲时间可做,武汉颢天鸿泰商贸有限公司,1.5-2千/月,若干
585,软件开发及系统运营岗(职位编号：530347),西安吉利汽车有限公司,6-8千/月,2
586,测试工程师,西安栎安科技有限公司,0.5-1万/月,2
587,Android开发工程师,西安知微传感技术有限公司,0.7-1.4万/月,2
588,微信小程序游戏开发工程师,成都运动叁陆伍体育有限公司,20-30万/年,若干
589,信息系统工程师（西安）,四川郎酒股份有限公司,6-8千/月,若干
590,Android逆向工程师,陕西佳之易网络科技有限公司,0.7-1.5万/月,1
591,数据挖掘工程师,陕西天行健车联网信息技术有限公司,0.8-1万/月,1
592,UI讲师,西安科美学校,10-15万/年,1
593,服务器工程师,西安西品网络科技有限公司,0.8-1万/月,1
594,软件开发工程师,西安万兴服务外包有限责任公司,4-8千/月,5
595,MES软件工程师,西安华创建筑设计有限公司,4.5-6千/月,2
596,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
597,Android开发工程师,西安彩虹星球农业科技有限公司,0.8-1.2万/月,1
598,软件工程师,上海澳华光电内窥镜有限公司,0.8-1.2万/月,1
599,开发工程师,西安欧亚学院,4.5-6千/月,1
600,互联网产品经理,陕西协通智能科技有限公司,0.8-1万/月,1
601,招聘经理,苏州浩辰软件股份有限公司西安分公司,0.6-1.2万/月,1
602,全栈工程师,三门峡崤云安全服务有限公司,6-8千/月,1
603,售后工程师,北京万户网络技术有限公司,3-6千/月,若干
604,系统开发和运维工程师(J10086),西安诺瓦电子科技有限公司,0.8-1.2万/月,1
605,对日软件开发项目经理(职位编号：003),西安未都网络科技有限公司,0.8-1.5万/月,若干
606,软件工程师,西安奥卡云数据科技有限公司,1-1.5万/月,20
607,前端开发工程师,陕西领界甫豪文化传媒有限公司,1-1.5万/月,2
608,web前端开发工程师,爱讯达科技（深圳）有限公司,0.6-1.2万/月,若干
609,高级图形/CAD开发工程师,西安海平方网络科技有限公司,1.5-2.5万/月,若干
610,项目助理（双休+五险一金）,万胜商贸,3-4.5千/月,3
611,Android开发工程师,陕西绿之领新能源科技有限公司,0.6-1万/月,1
612,软件工程师,西安头等舱网络科技有限公司,6-8千/月,5
613,软件实施工程师（长期出差驻外）,陕西公众仕达软件科技有限公司,3-6千/月,1
614,GIS开发工程师,西安翔迅科技有限责任公司,0.9-1.5万/月,6
615,Android开发工程师,TCL通力电子,0.8-1.2万/月,3
616,微软软件研发工程师,西安华美海润软件工程有限公司,0.4-1万/月,10
617,PHP开发工程师,北京鲸鹳科技有限公司陕西分公司,0.8-1.5万/月,2
618,人工智能实习+双休,陕西金晟网络科技有限公司,4.5-6千/月,若干
619,软件开发（偏前端）,成都迈思信息技术有限公司,0.8-1万/月,4
620,大数据开发工程师(西安）,聚龙股份有限公司,1-1.5万/月,3
621,C++编程讲师,上海傲梦网络科技有限公司,400元/天,20
622,Windows驱动软件工程师,西安知行软件有限公司,1.5-2万/月,2
623,高级软件工程师(西安),广州杰赛科技股份有限公司,1.3-2万/月,若干
624,PHP开发工程师,陕西无线星空教育科技有限公司,3-5千/月,1
625,开发工程师,百视通网络电视技术发展有限责任公司,1-1.5万/月,1
626,大数据开发工程师,陕西新华出版传媒集团数字出版基地发展有限公司,0.6-1.2万/月,2
627,iOS高级开发工程师,西安纽扣软件科技有限公司,1-1.5万/月,1
628,Web后端工程师,深圳市中易腾达科技股份有限公司,0.8-1万/月,1
629,高级数据库工程师,维视科技（西安）有限公司,1.2-1.8万/月,1
630,技术支持工程师（西安）,上海帕科软件科技股份有限公司,5-8千/月,1
631,容器云平台开发工程师,大唐移动通信设备有限公司西安分公司,0.8-1.3万/月,5
632,Software Engineer(Machine Learning),西安三星电子研究有限公司,1-2万/月,5
633,Javascript 开发工程师,西安东升科技有限公司,0.5-1万/月,若干
634,前端与移动开发   讲师(J11079),传智播客教育集团西安分校,1.5-1.7万/月,1
635,后端开发工程师,上海汉得信息技术股份有限公司,0.8-1.5万/月,若干
636,高级/软件工程师,比亚迪精密制造有限公司,1-2万/月,4
637,后台开发工程师（node.js+五险一金）,北京蓝色星际科技股份有限公司,0.8-1.2万/月,2
638,网络安全远程交付工程师,南京华苏科技有限公司,0.7-1.5万/月,若干
639,大数据研发工程师,西安酷聊智能科技有限公司,0.7-1.6万/月,3
640,Web前端开发工程师,中译语通科技（陕西）有限公司,6-8千/月,1
641,技术支持/维护工程师,西安承信网络信息技术有限公司,3-4.5千/月,1
642,无线通信技术支持及维护,西安纳维通信技术有限公司,3-5千/月,若干
643,UI讲师,达内教育集团西安分公司,6-8千/月,2
644,研发经理,深圳宏崎达信息工程有限公司,2-2.5万/月,1
645,javaEE中级开发工程师,陕西圣凯信息技术有限公司,12-15万/年,3
646,2019届毕业生,广州飞歌汽车音响有限公司,4.5-6千/月,60
647,大数据高级开发工程师(职位编号：sugon000636),曙光信息产业股份有限公司,2-2.5万/月,2
648,软件开发工程师,西安西隆电气有限责任公司,0.6-1.2万/月,1
649,应用软件开发工程师,西安宝骐人力资源有限公司,1.5-2万/月,若干
650,项目总监,广州金越软件技术有限公司,1.5-2万/月,1
651,网络运营专员,金箔书业集团,3.5-5千/月,1
652,产品架构师(西安）,时盛投资（上海）有限公司,5-7千/月,1
653,Android软件工程师,广东几米科技有限公司,0.5-1.2万/月,4
654,后台开发工程师,北京汇诚汇捷影像数码科技有限公司,1.5-2万/月,若干
655,软件技术(职位编号：20180501),陕西万方汽车零部件有限公司,6-10万/年,1
656,软件开发工程师,汕头市超声仪器研究所有限公司,0.7-1万/月,若干
657,自动化测试工程师,KaiOS凯系通讯科技,0.8-1.2万/月,1
658,PHP开发工程师,弘毅优安不动产,4-6千/月,1
659,C#开发工程师,和利时集团,0.8-1.1万/月,若干
660,高级测试工程师,陕西恒东网络科技有限责任公司,4-8千/月,5
661,软件开发组长,宁波普天通信技术有限公司,0.8-1.2万/月,1
662,移动APP开发工程师,陕西同力重工股份有限公司,6-8万/年,3
663,嵌入式软件工程师,西安龙德科技发展有限公司,4.5-6千/月,若干
664,后台网站工程师,瑞斯康达科技发展股份有限公司,6-8千/月,1
665,软件技术支持工程师,陕西维视数字图像技术有限公司,5-7千/月,1
666,网络开发维护人员+双休五险,西安海棠职业学院,5-6千/月,2
667,项目经理（陕西）6000-12000/月薪,武汉天喻教育科技有限公司,0.6-1.2万/月,3
668,高级软件开发工程师,陕西银河景天电子有限责任公司,1-3万/月,1
669,JavaWeb工程师,陕西维纳传媒股份有限公司,0.8-1.5万/月,4
670,实施运维工程师-西安,中电福富信息科技有限公司,6-8千/月,若干
671,Android开发工程师,西安魔立方数码科技有限公司,0.8-1万/月,2
672,游戏服务器开发工程师（高级）,西安豆丫网络科技有限公司,1-1.5万/月,2
673,Python开发工程师,陕西晟运通科技有限公司,0.6-1.5万/月,3
674,供应链顾问,杭州迈泰科技有限公司,4.5-6千/月,3
675,500强-华为-大数据工程师,北京外企德科人力资源服务上海有限公司,1.5-2.5万/月,4
676,PHP工程师,西安创典全程地产顾问股份有限公司,0.6-1万/月,2
677,软件工程师,海程邦达-西北区,0.6-1万/月,1
678,嵌入式算法工程师,中科芯集成电路股份有限公司（中国电子科技集团公司第五十八研究所）,10-30万/年,3
679,Golang工程师,西安圣点世纪科技有限公司,0.8-1.2万/月,3
680,项目实施工程师,深圳市国信合成科技有限公司,0.6-1.2万/月,2
681,Python开发工程师,西安优逸客网络科技有限公司,0.6-1万/月,2
682,Web开发工程师,西安华恒航电科技有限公司,6-9千/月,若干
683,区块链高级研发工程师,西安未来国际信息股份有限公司,1-1.5万/月,1
684,高级自动化测试工程师,西安博彦信息技术有限公司,0.8-1.5万/月,2
685,软件研发工程师,航天恒星空间技术应用有限公司,0.8-1万/月,若干
686,嵌入式开发软件工程师,上海宽翼通信科技股份有限公司,1-2万/月,2
687,Android开发工程师,中兴网鲲信息科技（上海）有限公司,1.2-2万/月,若干
688,前端开发工程师,西安翼展电子科技有限公司,0.8-1.3万/月,若干
689,周大生2019届管培生/储备干部/实习生（陕西站）,周大生珠宝股份有限公司,4-6千/月,若干
690,Web前端开发工程师,上海鼎鬲智能科技有限公司西安分公司,6-8千/月,若干
691,机器视觉算法工程师(职位编号：novatek000511),联咏电子科技（西安）有限公司,0.8-1万/月,若干
692,项目实施工程师（西安）,北京捷通华声科技股份有限公司西安分公司,0.8-1.5万/月,若干
693,软件工程师,甘肃上航电力运维有限公司,6-8千/月,2
694,Android开发工程师,陕西卫峰核电子有限公司,4-6千/月,1
695,实施工程师,依据数据（湖南）科技有限公司,6-8千/月,3
696,软件开发工程师,陕西涉普通讯科技有限公司,0.5-1万/月,2
697,.NET 软件开发工程师,上海新日升传动科技股份有限公司,6-8千/月,1
698,软件运维工程师,北京中软联动科技有限公司,6-8千/月,6
699,安卓开发工程师,西安兴汇电力科技有限公司,6-8千/月,1
700,ERP高级开发工程师,航天亮丽电气有限责任公司,5-8千/月,1
701,软件开发/数据分析人员,陕西建工金牛集团股份有限公司,3-4.5千/月,1
702,高级软件研发工程师,西安智多晶微电子有限公司,0.8-1.5万/月,若干
703,IT技术工程师,西安锦新生物科技有限公司,4.5-6千/月,1
704,物联网云服务器软件工程师,美格智能西安研究所,1-1.8万/月,2
705,软件工程师（通信传输设备）(职位编号：Fiberhome002055),烽火通信科技股份有限公司,15-23万/年,若干
706,MES实施项目经理,北京安控科技股份有限公司,1-2万/月,5
707,软件研发工程师（西安）,北京中电普华信息技术有限公司,1-1.5万/月,40
708,研发总监,西安启望计算机系统工程有限责任公司,1-1.5万/月,1
709,自动化测试工程师,上海数果科技有限公司,0.6-1.2万/月,若干
710,大数据高级开发工程师,思普瑞设计咨询有限公司,1.2-1.5万/月,1
711,高级项目经理(软件),翔傲信息科技（上海）有限公司,20-30万/年,1
712,Software Engineer in Xian,深圳市中科卓软科技有限公司,50-60万/年,若干
713,软件测试,西安三好软件技术股份有限公司,3-5千/月,3
714,安卓应用开发工程师,西安极众智能科技股份有限公司,6-8千/月,5
715,高级测试工程师,深圳光启空间技术有限公司,1-1.5万/月,若干
716,技术支持工程师,南京海泰医疗信息系统有限公司,4.5-6千/月,3
717,软件开发工程师,中飞天地理信息有限公司,4-8千/月,3
718,软件工程师A,陕西可维卓立科技有限公司,0.5-1万/月,100
719,前端开发工程师,西安国匠艺海星河酒店管理有限公司,0.8-1.5万/月,2
720,PLM开发工程师,通力凯顿（北京）系统集成有限公司,1-1.5万/月,2
721,数据工程师,西安点告网络科技有限公司,1.3-2.2万/月,若干
722,流体咨询专家--西安,安世亚太科技股份有限公司,0.8-1.5万/月,若干
723,Android应用开发工程师（西安）,中兴软件技术（南昌）有限公司,0.7-1.3万/月,若干
724,2018信息-系统开发助理（西安工作/2018应届）,中国东方航空股份有限公司,4.5-6千/月,若干
725,Android开发工程师,JD京东商城（集团总部物流系统）,1.5-2万/月,2
726,大数据架构师,北京思特奇信息技术股份有限公司,2-2.5万/月,若干
727,驱动工程师,成都费恩格尔微电子技术有限公司,0.7-1.4万/月,5
728,视频/图像算法工程师（天益太赫兹）,西安天和防务技术股份有限公司,1-1.5万/月,2
729,Android软件开发工程师,华勤通讯技术有限公司,0.8-1.5万/月,3
730,软件开发工程师,北京轩宇信息技术有限公司,1-1.6万/月,2
731,QA Engineer,维塔士电脑软件（西安）有限公司,5-8千/月,1
732,高级测试工程师,Thoughtworks,1.2-2.2万/月,3
733,android安卓开发工程师,西安思菲特信息科技有限公司,6-8千/月,若干
734,实习生―深度学习方向,杭州英歌智达科技有限公司,2.5-5千/月,3
735,安卓开发工程师,上海岛昌医学科技股份有限公司,5-8千/月,1
736,急聘 Domino工程师-西安-00761,中信网络科技股份有限公司,0.8-1.4万/月,1
737,高级WEB工程师,北京盛安德科技发展有限公司西安第一分公司,1-2万/月,1
738,软件开发工程师,比亚迪汽车金融有限公司,6-8千/月,若干
739,应用软件工程师,西安合众思壮导航技术有限公司,0.8-1万/月,1
740,大数据开发工程师,深圳市易流科技股份有限公司,1.5-2.5万/月,1
741,MES实施项目经理,北京安控科技股份有限公司,1-2万/月,5
742,安卓开发工程师,大连华信计算机技术股份有限公司,0.8-1.5万/月,10
743,网站营运主管(职位编号：01),西安博特网络科技有限公司,3-4.5千/月,2
744,Android开发工程师,西安雷迪信息技术有限公司,0.7-1.1万/月,2
745,AI人工智能,西安泛网信息技术有限公司,0.8-1万/月,若干
746,大数据开发工程师,西安宏源视讯设备有限责任公司,0.5-1万/月,1
747,实施工程师,北京海颐软件有限公司,0.8-1万/月,若干
748,软件工程师(职位编号：002),西安海联石化科技有限公司,5-8千/月,2
749,初级C++研发工程师,西安四维图新信息技术有限公司,6-8千/月,2
750,安卓开发工程师,北京赛科世纪科技股份有限公司,0.6-1.2万/月,1
751,网站开发建设与维护（五险一金+双休）,陕西亿泰汇人力资源有限公司,4-6千/月,1
752,系统架构师（微服务）,陕西家护帮网络科技有限公司,2-2.5万/月,1
753,高级大数据平台开发工程师,陕西慧铁科技有限公司,1-1.5万/月,2
754,嵌入式Linux驱动/应用讲师（双休无加班）,北京华清远见科技发展有限公司西安分公司,1-1.5万/月,3
755,软件工程师（五险+双休）,西安特菲尔电子有限公司,6-8千/月,2
756,燃料三大项目运维,湖南大唐先一科技有限公司,6-8千/月,2
757,软件工程师（C++应用开发）,西安灵境科技有限公司,4-7千/月,若干
758,软件测试工程师,西安博深安全科技股份有限公司,4.5-6千/月,2
759,算法工程师,华扬联众数字技术股份有限公司,1.5-3.5万/月,若干
760,系统运维工程师,西安葡萄城信息技术有限公司,0.7-1.2万/月,若干
761,信息数据员（陕西华地房地产估价咨询有限公司）,上海智讯信息科技有限公司,3-6千/月,若干
762,软件开发工程师,北京同天科技有限公司,0.4-1万/月,2
763,实施工程师-西安-00316,北京数字认证股份有限公司,5-8千/月,1
764,网络推广专员,西安聚合软件有限公司,4-6千/月,若干
765,GIS开发工程师,西安山脉科技发展有限公司,0.8-1万/月,2
766,高级软件测试工程师,西安盛恒智业物联网科技有限公司,0.6-1.5万/月,若干
767,售前/售后技术支持工程师,中国软件与技术服务股份有限公司,4-6千/月,5
768,软件工程师（Android客户端）,西安西电捷通无线网络通信股份有限公司,0.6-1.2万/月,5
769,Android开发工程师,西安创美数码科技有限公司,4-7千/月,1
770,信息数据员,陕西华地房地产估价咨询有限公司,3-4.5千/月,2
771,软件开发主管,华羿微电子股份有限公司,0.8-1万/月,1
772,软件开发项目经理,水禾测绘信息技术有限公司,0.6-1万/月,2
773,Android开发工程师,西安普瑞米特科技有限公司,6-8千/月,2
774,Server Engineer/Senior Server Engineer,陕西富莱尔软件科技有限公司,0.8-1.5万/月,若干
775,急招技术总监-周末双休缴纳五险,陕西熙泽实业有限公司,0.8-1万/月,1
776,O基础软件开发助理,陕西金晟网络科技有限公司,4.5-6千/月,若干
777,云平台开发工程师,研华（中国）有限公司,6-8千/月,2
778,嵌入式软件工程师,西安鼎研科技股份有限公司,0.8-1万/月,2
779,网络工程师,西安新竹实业有限责任公司,3-4.5千/月,1
780,开发工程师,中通服软件科技有限公司,4.5-6千/月,1
781,技术构架师   兼项目经理,旅拍通科技有限公司,0.8-1万/月,1
782,生物信息工程师,西安中科茵康莱医学检验有限公司,5-8.5千/月,若干
783,Android开发工程师,西安好快活时代电子商务有限公司,6-8千/月,1
784,项目经理(职位编号：linewell000569),南威软件集团,0.6-1万/月,1
785,软件开发软件测试工程师,沈阳亚诗达科技有限公司,0.6-1万/月,若干
786,银行数据分析师（实习生）,北京融英乐知科技有限公司,0.6-1.2万/月,50
787,大数据算法工程师,西安思坦仪器股份有限公司,0.8-1.5万/月,1
788,Android 开发工程师,宁波盈芯信息科技有限公司,0.5-1.5万/月,1
789,软件工程师,河南思维信息技术有限公司,0.8-1.2万/月,6
790,软件设计工程师,西安禾木电子科技有限公司,4.5-6千/月,15
791,Android开发工程师,西安好奔奔教育科技有限公司,0.7-1万/月,2
792,新东方X创造力学院代码编程老师,西安新东方学校,5-8千/月,2
793,.NET开发工程师,西安优盾电子技术应用有限公司,0.5-1.5万/月,2
794,研发工程师,陕西瑞金电子科技有限公司,0.8-1万/月,1
795,TMS技术顾问,上海富勒信息科技有限公司,4-8千/月,2
796,MES工程师(023969)(职位编号：Hanergy023969),北京汉能光伏投资有限公司,1-2万/月,若干
797,WEB后端开发工程师,西安墨科通讯科技有限公司,0.6-1万/月,5
798,云业务架构师,西安诺嘉信息科技有限公司,2.5-3万/月,2
799,陕西-项目实施工程师（校园招聘）,北京数字政通科技股份有限公司,4.5-6千/月,若干
800,大数据工程师,南京嘉环科技有限公司,0.8-2万/月,若干
801,大数据开发工程师,陕西海默油田服务有限公司,6-8千/月,1
802,软件开发工程师,西安航天恒星科技实业（集团）有限公司,0.6-1.2万/月,10
803,Android软件开发,西安掌玩网络科技有限公司,6-8千/月,1
804,软件工程师,矽力杰半导体技术（杭州）有限公司,1-1.5万/月,2
805,转行IT无经验可培养,西安利和时代互联网科技有限公司,4.5-6千/月,3
806,前端开发工程师-西安-04281,博彦科技股份有限公司,1-1.5万/月,2
807,后端研发工程师(职位编号：003),西安速度时空大数据科技有限公司,1-1.5万/月,若干
808,Web前端开发工程师,西安可视可觉网络科技有限公司,0.8-1万/月,若干
809,Android开发工程师,西安酷美易天智能科技有限公司,1-1.7万/月,2
810,Web后端开发工程师,一诺仪器（中国）有限公司,0.8-1万/月,5
811,开发工程师,创识科技股份有限公司,0.6-1万/月,3
812,JS前端影像研发工程师-西安-00691,卫宁健康科技集团股份有限公司,1-1.4万/月,2
813,软件系统架构师,西安庆安航空电子有限公司,0.6-1.2万/月,3
814,Android开发工程师（安卓）,西安福音康复健康产业有限公司,6-8.5千/月,1
815,硬件工程师,西安中谊兄弟人力资源管理咨询有限公司,6-8千/月,若干
816,云计算/大数据讲师 4.5-6K,陕西中易联信息科技有限公司,4.5-6千/月,4
817,SEO专员/SEO推广牛人,小马股份有限公司,0.4-2万/月,若干
818,网络程序员3500,西安市�哄鄙�态区宸鹏甘罗玩具店,3.5-6千/月,5
819,系统需求分析师,陕西安裕智能科技有限公司,4.5-6千/月,1
820,高级Web前端,西安丝路智慧旅游科技有限公司,0.8-1万/月,1
821,生产软件工程师,西安闻泰电子科技有限公司,1-1.5万/月,若干
822,Python高级研发工程师,西安智推网络科技有限公司,1-1.5万/月,2
823,技术总监,西安格蒂电力有限公司,2-2.5万/月,1
824,软件工程师-实习生,应用材料投资（中国）有限公司,300元/天,10
825,技术支持工程师,北京博导前程信息技术股份有限公司,3-4.5千/月,2
826,研究院负责人,陕西英铂投资管理有限公司,3-4万/月,1
827,Android开发工程师,北京京北云商科技有限公司,0.8-1万/月,2
828,软件研发工程师,西安信龙电子科技有限公司,4.5-6千/月,2
829,EC-安卓系统软件工程师(J11030),CVTE,1-1.5万/月,5
830,软件开发工程师,陕西同力电气有限公司,3-5千/月,5
831,技术支持,上海梦创双杨数据科技股份有限公司,3-4.5千/月,若干
832,测试研发工程师,西安航天计量测试研究所,8-10万/年,4
833,IS Helpdesk Engineer,天合东方（西安）安全气囊气体发生器有限公司,8-10万/年,1
834,云管理系统软件开发工程师,华为技术有限公司,1.3-2万/月,25
835,思维列控2019届校园招聘,河南思维自动化设备股份有限公司,4.5-6千/月,30
836,高级开发工程师,陕西同纳信息技术有限公司,1.5-3万/月,若干
837,软件研发工程师(职位编号：02),西安航天自动化股份有限公司,5-7千/月,2
838,后台开发工程师,西安豆子网络科技有限公司,0.8-1.2万/月,2
839,软件工程师,西安中科创星科学传播发展有限责任公司,0.8-1.2万/月,1
840,Android Framework及系统工程师,西安安谷运合软件技术有限公司,0.7-1.4万/月,4
841,Android开发工程师(职位编号：002),西安凯达科技有限公司,5-8千/月,1
842,大数据开发工程师,西安润基投资控股有限公司,6-8千/月,3
843,智能卡应用开发工程师,盘缠科技股份有限公司,1-1.5万/月,1
844,音视频开发工程师,山西太电四方通信技术有限公司,1.2-1.8万/月,3
845,Android开发工程师,西安优智泊物联网技术服务有限公司,0.7-1.4万/月,2
846,后台开发工程师,西安触手网络科技有限公司,0.8-1万/月,2
847,协议分析实习生（GA-T-20180627）(职位编号：TAIJI000495),太极计算机股份有限公司,1.5-3千/月,3
848,大数据总工,深圳力维智联技术有限公司,1.6-3万/月,2
849,Java开发工程师（实习生）,杭州中房信息科技有限公司,2-3万/年,5
850,JAVA/前端Frontend/big data大数据工程师 西安,埃森哲信息技术（大连）有限公司,1-2万/月,10
851,JAVA开发（软通动力西安分公司）,软通动力信息技术（集团）有限公司,5-8千/月,3
852,Web后端工程师,杉树岭网络科技有限公司,1.5千以下/月,2
853,C++开发工程师,埃森哲（中国）有限公司,1-2万/月,若干
854,Java开发工程师,西安博文同创信息技术有限公司,4.5-6千/月,1
855,JAVA软件工程师（高级）（西安研发分中心）(职位编号：YNT-YF-002-3),云南航信空港网络有限公司,12-15万/年,若干
856,JAVA软件工程师（中级）（西安研发分中心）(职位编号：YNT-YF-002-2),云南航信空港网络有限公司,9-12万/年,若干
857,JAVA软件工程师（初级）（西安研发分中心）(职位编号：YNT-YF-002-1),云南航信空港网络有限公司,4.5-9万/年,若干
858,Java开发工程师（青岛）,陕西九鼎通信技术有限公司,0.6-1.2万/月,5
859,JAVA中级软件开发工程师,陕西鑫众为软件有限公司,6-8千/月,3
860,Java Script开发工程师,西安泰为软件有限公司,1-1.5万/月,1
861,java研发经理,西部电子商务股份有限公司,1-2万/月,2
862,Sr. Java (Cloud Service),西安泰为软件有限公司,1-1.5万/月,2
863,Sr. Java  (Map & GIS),西安泰为软件有限公司,1-1.5万/月,1
864,Java开发工程师,陕西万尚星软件科技有限公司,5-8千/月,若干
865,Java开发实习生（接受0基础，转行）,陕西养正文化发展有限公司,2-3千/月,若干
866,Java中级开发工程师,北京同方艾威康科技有限公司,6-8千/月,1
867,Java架构师,上海泰然投资控股有限公司,1.5-2万/月,2
868,JAVA开发工程师(职位编号：YT),陕西源天信息科技有限公司,6-8千/月,3
869,java软件开发工程师(职位编号：02),威发（西安）软件有限公司,0.6-1.3万/月,若干
870,JAVA软件工程师,西安金锐软件有限公司,0.4-1万/月,若干
871,java实训讲师,西安童程童创教育科技有限公司,1-1.5万/月,6
872,JAVA中级助教（周末休/五险一金）,西安童程童创教育科技有限公司,4.5-6千/月,若干
873,Java讲师,西安童程童创教育科技有限公司,1-1.5万/月,3
874,JAVA讲师（年收入12-15W）,西安童程童创教育科技有限公司,1-1.5万/月,5
875,JAVA开发实习助理,明德博学（北京）教育科技有限公司,4.5-6千/月,18
876,Java开发工程师,山西科泰航天防务技术股份有限公司,6-8千/月,3
877,Java开发工程师,西安达文信息技术有限公司,4-6千/月,10
878,Java开发+双休+五险一金+应届生,西安达文信息技术有限公司,4-6千/月,4
879,Java/Web/UI储备工程师,西安达文信息技术有限公司,3.5-6千/月,6
880,Java开发工程师,西安达文信息技术有限公司,6-8千/月,8
881,Java高级工程师,西安神州数码有限公司,1-1.5万/月,1
882,Java高级开发工程师,北京思诺博信息技术股份有限公司,0.6-1万/月,2
883,Java高级开发工程师,北京北信源软件股份有限公司,1-1.5万/月,3
884,Java开发工程师,陕西迪博佰通教育科技有限公司,4.5-6千/月,2
885,华为业务线Java开发工程师,陕西迪博佰通教育科技有限公司,4.5-6千/月,2
886,初级Java开发工程师/Java实习生,陕西迪博佰通教育科技有限公司,4.5-6千/月,2
887,java高级工程师,西安惠尔企业管理咨询有限公司,0.8-1.8万/月,6
888,Java+大数据实习,明德博学（北京）教育科技有限公司,4.5-6千/月,8
889,Java高级开发工程师(职位编号：20180523),亚信软件CMC,0.8-1.2万/月,5
890,Java开发工程师两年以上,西安腾营信息科技有限公司,6-9千/月,5
891,自动化测试开发-Java,西安泰为软件有限公司,0.8-1.2万/月,1
892,Java开发工程师,中讯志远（武汉）科技有限公司,1.5-2万/月,若干
893,JAVA开发工程师,西安环太科技发展有限公司,4.5-6千/月,若干
894,Java开发工程师,陕西冰狐网络科技有限公司,0.8-1万/月,3
895,java开发工程师,西安智贸信息科技有限公司,0.5-1万/月,若干
896,高级java开发工程师,西安智贸信息科技有限公司,1-1.5万/月,若干
897,Java开发工程师,陕西点金石易教育科技有限公司,0.8-1万/月,5
898,Java开发工程师,西安欧鹏信息技术有限公司,4-6千/月,3
899,JAVA开发工程师,西安亚购信息科技有限公司,0.6-1万/月,5
900,高级Java开发工程师,西安亚购信息科技有限公司,1-2万/月,1
901,java开发实习生（接受转行）,陕西养正文化发展有限公司,4.5-6千/月,3
902,Java开发工程师,西安点通软件信息技术有限公司,5-8千/月,2
903,Java开发助理,陕西冰狐网络科技有限公司,6-8千/月,3
904,Java高级开发工程师,陕西通为科技有限公司,1-1.5万/月,3
905,Java软件工程师,西安世达通电子信息技术有限公司,10-15万/年,1
906,中级Java工程师,三门峡崤云信息服务股份有限公司,4-8千/月,1
907,初级Java工程师,三门峡崤云信息服务股份有限公司,3-6千/月,4
908,高级Java工程师,三门峡崤云信息服务股份有限公司,0.8-1.5万/月,若干
909,中级Java工程师,三门峡崤云信息服务股份有限公司,4-8千/月,4
910,高级Java工程师,三门峡崤云信息服务股份有限公司,0.8-1.5万/月,2
911,Java软件工程师,电讯盈科 西安,1-1.5万/月,3
912,Java初级开发工程师,北京明朝万达科技股份有限公司,4-6千/月,若干
913,Java研发工程师,北京明朝万达科技股份有限公司,1-2万/月,2
914,Java开发工程师,北京明朝万达科技股份有限公司,0.7-1.4万/月,3
915,高级java研发工程师（西安）,北京明朝万达科技股份有限公司,1-1.5万/月,2
916,Sr. Java Development Engineer/高级Java开发工程师,西安活跃网络有限公司,1.5-2万/月,1
